1	0.01790912
2	0.01796655
3	0.01799735
4	0.01806642
5	0.01812184
6	0.01823679
7	0.01837433
8	0.01852354
9	0.01870112
10	0.01882808
11	0.01893620
12	0.01916342
13	0.01940048
14	0.01959071
15	0.01979417
16	0.02002397
17	0.02018275
18	0.02034541
19	0.02049473
20	0.02067931
21	0.02081181
22	0.02091390
23	0.02110774
24	0.02129761
25	0.02141833
26	0.02157513
27	0.02165181
28	0.02186105
29	0.02204477
30	0.02212602
31	0.02225131
32	0.02234103
33	0.02251419
34	0.02266519
35	0.02276843
36	0.02293822
37	0.02308976
38	0.02321503
39	0.02334449
40	0.02344754
41	0.02359686
42	0.02362968
43	0.02368831
44	0.02378623
45	0.02390393
46	0.02397872
47	0.02403822
48	0.02416485
49	0.02419573
50	0.02424798
51	0.02437748
52	0.02446014
53	0.02453127
54	0.02460226
55	0.02465515
56	0.02473988
57	0.02484735
58	0.02492747
59	0.02495998
60	0.02494521
61	0.02497207
62	0.02501917
63	0.02501192
64	0.02502751
65	0.02497703
66	0.02493677
67	0.02487127
68	0.02489241
69	0.02484110
70	0.02483308
71	0.02475065
72	0.02471783
73	0.02475010
74	0.02470427
75	0.02475034
76	0.02478135
77	0.02477556
78	0.02482034
79	0.02479634
80	0.02474532
81	0.02474065
82	0.02473059
83	0.02471787
84	0.02474802
85	0.02463341
86	0.02454363
87	0.02445607
88	0.02435139
89	0.02438393
90	0.02435227
91	0.02422738
92	0.02430427
93	0.02412643
94	0.02408069
95	0.02402059
96	0.02395445
97	0.02392170
98	0.02382760
99	0.02372447
100	0.02357719
101	0.02341992
102	0.02331904
103	0.02326363
104	0.02322214
105	0.02317967
106	0.02314553
107	0.02302047
108	0.02298190
109	0.02286133
110	0.02273403
111	0.02270153
112	0.02249431
113	0.02238621
114	0.02239449
115	0.02226828
116	0.02214818
117	0.02207888
118	0.02206745
119	0.02197115
120	0.02183386
121	0.02178716
122	0.02170014
123	0.02155664
124	0.02148649
125	0.02139636
126	0.02122977
127	0.02110719
128	0.02102757
129	0.02094550
130	0.02082273
131	0.02072674
132	0.02063612
133	0.02055128
134	0.02049008
135	0.02043103
136	0.02033827
137	0.02027481
138	0.02021387
139	0.02012601
140	0.02009571
141	0.02002258
142	0.01983928
143	0.01972782
144	0.01967057
145	0.01970508
146	0.01955041
147	0.01943127
148	0.01943404
149	0.01935974
150	0.01936428
151	0.01938440
